panel_id,kind,series_id,q,energy_mev,line_color,line_style,line_width,alpha,zorder,marker,marker_size,marker_face,marker_edge,edge_width
a_001,line,ref_1,0.7446808510638298,38.9885458271698,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.7659574468085106,39.35063963893736,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.7872340425531915,39.67594646270454,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.8085106382978723,39.966600905526974,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.8297872340425532,40.22502098788847,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.851063829787234,40.45377949972327,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.8723404255319148,40.655498792931155,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.8936170212765957,40.83276874237535,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.9148936170212766,40.98808600495756,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.9361702127659575,41.123811806803545,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.9574468085106382,41.24214512981824,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,0.9787234042553191,41.34510818632958,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_1,1.0,41.43454132143174,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.0,26.0,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.02127659574468085,26.05250993141251,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.0425531914893617,26.205020419686235,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.06382978723404255,26.448750215349047,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.0851063829787234,26.77343465448212,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.10638297872340426,27.16757780327535,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.1276595744680851,27.618722767072537,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.14893617021276595,28.113734177384924,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.1702127659574468,28.63908674173234,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.19148936170212766,29.181153740845204,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.2127659574468085,29.726489483808585,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.23404255319148937,30.262099979669696,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.2553191489361702,30.775696446937594,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.2765957446808511,31.25592675107887,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.2978723404255319,31.692580423293506,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.3191489361702128,32.07676355847011,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.3404255319148936,32.40104060167565,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.36170212765957444,32.65954079503158,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.3829787234042553,32.84802785369665,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.40425531914893614,32.963932253730036,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.425531914893617,33.00634632850254,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.44680851063829785,32.97598316691692,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.46808510638297873,32.875101069403634,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.48936170212765956,32.70739603078157,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.5106382978723404,32.47786536813125,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.5319148936170213,32.19264618383784,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.5531914893617021,31.858832837695346,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.5744680851063829,31.48427798817268,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.5957446808510638,31.077382044525578,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.6170212765957447,30.646876043579873,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.6382978723404256,30.201603025256517,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.6595744680851063,29.750302929202608,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.6808510638297872,29.3014058735569,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.7021276595744681,28.862838410551674,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.7234042553191489,28.44184698916979,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.7446808510638298,28.04484240131306,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.7659574468085106,27.677268455611255,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.7872340425531915,27.343497524425725,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.8085106382978723,27.046754958427215,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.8297872340425532,26.78907367403555,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.851063829787234,26.571279507401332,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.8723404255319148,26.393007210274824,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.8936170212765957,26.252746253885487,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.9148936170212766,26.147914922400957,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.9361702127659575,26.074960532586523,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.9574468085106382,26.029483024954878,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,0.9787234042553191,26.006378646765945,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_2,1.0,26.0,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.0,21.0,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.02127659574468085,21.035424270432298,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.0425531914893617,21.140006569785733,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.06382978723404255,21.310309592103668,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.0851063829787234,21.541760679637246,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.10638297872340426,21.828751303501328,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.1276595744680851,22.164754042332643,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.14893617021276595,22.54245466998359,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.1702127659574468,22.953896716659454,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.19148936170212766,23.390635673282983,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.2127659574468085,23.84389986922234,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.23404255319148937,24.304754970759163,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.2553191489361702,24.76426902263221,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.2765957446808511,25.21367498740884,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.2978723404255319,25.64452782598172,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.3191489361702128,26.048853304798552,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.3404255319148936,26.41928590816712,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.36170212765957444,26.749193472892667,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.3829787234042553,27.032786442542285,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.40425531914893614,27.265209954024684,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.425531914893617,27.442617313565552,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.44680851063829785,27.562223785723745,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.46808510638297873,27.622340000675564,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.48936170212765956,27.622384674244408,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.5106382978723404,27.5628767246684,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.5319148936170213,27.445407252565907,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.5531914893617021,27.27259221888852,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.5744680851063829,27.048007003109664,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.5957446808510638,26.776104344230934,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.6170212765957447,26.462117454734233,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.6382978723404256,26.111950347395428,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.6595744680851063,25.732057622711142,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.6808510638297872,25.32931612722846,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.7021276595744681,24.910891007863466,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.7234042553191489,24.48409875283982,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.7446808510638298,24.056269825618443,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.7659574468085106,23.634613464521788,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.7872340425531915,23.22608713901197,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.8085106382978723,22.837273025989433,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.8297872340425532,22.474263699108434,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.851063829787234,22.142559014802664,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.8723404255319148,21.84697593501472,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.8936170212765957,21.591572753659513,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.9148936170212766,21.379588897245835,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.9361702127659575,21.213401155831903,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.9574468085106382,21.09449687485538,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,0.9787234042553191,21.023464307746153,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_3,1.0,21.0,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.0,0.0,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.02127659574468085,0.7041064278049158,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.0425531914893617,1.3132486739244738,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.06382978723404255,1.890014366238824,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.0851063829787234,2.4456828713793874,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.10638297872340426,2.9851301517733666,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.1276595744680851,3.5109460747048256,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.14893617021276595,4.024642636715538,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.1702127659574468,4.527140659403013,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.19148936170212766,5.019003881082592,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.2127659574468085,5.500565485320988,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.23404255319148937,5.9720024579565605,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.2553191489361702,6.433382144868684,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.2765957446808511,6.8846928986905,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.2978723404255319,7.325865089620098,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.3191489361702128,7.756786006838976,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.3404255319148936,8.1773107361833,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.36170212765957444,8.58727030107851,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.3829787234042553,8.986477889970535,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.40425531914893614,9.374733713297896,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.425531914893617,9.751828857912832,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.44680851063829785,10.11754839409709,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.46808510638297873,10.47167391580193,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.48936170212765956,10.813985644351236,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.5106382978723404,11.144264191063401,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.5319148936170213,11.462292049789763,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.5531914893617021,11.767854872881431,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.5744680851063829,12.06074257140377,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.5957446808510638,12.34075027107718,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.6170212765957447,12.607679148461143,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.6382978723404256,12.861337166649683,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.6595744680851063,13.101539725745972,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.6808510638297872,13.328110240304522,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.7021276595744681,13.540880653537242,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.7234042553191489,13.739691896204624,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.7446808510638298,13.924394296632105,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.7659574468085106,14.09484794711171,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.7872340425531915,14.25092303100269,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.8085106382978723,14.39250011407951,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.8297872340425532,14.519470403052546,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.851063829787234,14.631735973675546,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.8723404255319148,14.729209970431043,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.8936170212765957,14.8118167794322,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.9148936170212766,14.879492175882335,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.9361702127659575,14.932183447180378,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.9574468085106382,14.969849492542142,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,0.9787234042553191,14.992460899815852,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_4,1.0,15.0,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.0,0.8,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.02127659574468085,1.3544624555265037,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.0425531914893617,1.8705825886860536,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.06382978723404255,2.372253793189017,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.0851063829787234,2.863841309342817,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.10638297872340426,3.3471146448776974,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.1276595744680851,3.822900654417424,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.14893617021276595,4.291577285602535,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.1702127659574468,4.753275015177571,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.19148936170212766,5.207974779916202,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.2127659574468085,5.655561439740983,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.23404255319148937,6.095855512553734,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.2553191489361702,6.528633257054547,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.2765957446808511,6.9536400483055925,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.2978723404255319,7.370599669925647,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.3191489361702128,7.779221004380264,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.3404255319148936,8.179203001181525,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.36170212765957444,8.570238467929784,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.3829787234042553,8.952017033915034,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.40425531914893614,9.3242275176429,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.425531914893617,9.686559855432453,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.44680851063829785,10.038706700304363,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.46808510638297873,10.380364768617667,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.48936170212765956,10.711235990380857,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.5106382978723404,11.031028504264535,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.5319148936170213,11.339457527844498,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.5531914893617021,11.63624612608358,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.5744680851063829,11.921125895592297,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.5957446808510638,12.193837578178062,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.6170212765957447,12.4541316141854,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.6382978723404256,12.701768643859916,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.6595744680851063,12.936519963238151,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.6808510638297872,13.158167939733,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.7021276595744681,13.366506391549667,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.7234042553191489,13.561340934256839,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.7446808510638298,13.742489297198647,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.7659574468085106,13.909781611925094,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.7872340425531915,14.063060674412597,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.8085106382978723,14.202182182519358,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.8297872340425532,14.327014949855645,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.851063829787234,14.437441097033387,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.8723404255319148,14.533356221082638,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.8936170212765957,14.614669543676394,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.9148936170212766,14.681304038683747,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.9361702127659575,14.7331965394692,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.9574468085106382,14.770297826269141,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,0.9787234042553191,14.792572693901635,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_5,1.0,14.8,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.0,1.5,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.02127659574468085,1.8665064122332602,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.0425531914893617,2.258417506968361,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.06382978723404255,2.6597903910742096,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.0851063829787234,3.0666442257042053,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.10638297872340426,3.476790747838974,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.1276595744680851,3.8887190278294446,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.14893617021276595,4.301251450764595,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.1702127659574468,4.713400595343279,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.19148936170212766,5.124298868879536,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.2127659574468085,5.533159951259211,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.23404255319148937,5.9392560050603,#8b8b8b,--,0.8,0.95,1.0,,,,,
a_001,line,ref_6,0.2553191489361702,6.341903441357519,#8b8b8b,--,0.8,0.95,1.0,,,,,
